id,iridium_packet_id,flag,time,bmp_press,bmp_temp,ds_temp,accx,accy,accz,cdm_conc,mq7_conc,geiger_ticks,height,latitude,longitude,has_fix
34,5,f4,984788,98911.0,35.06,30.8125,1.04800009727478,0.00400000018998981,-0.0120000001043081,601,103,4029182413,165.5,55.92588704427,37.81236165364,1
35,5,f4,985804,98913.0,35.01,30.8125,1.05599999427795,0.0,-0.0400000028312206,601,103,4029182413,165.399993896484,55.92588704427,37.81236165364,1
36,6,f4,993739,98913.0,34.91,30.625,1.0440000295639,0.0160000007599592,-0.0520000010728836,601,103,4029182413,166.0,55.92588704427,37.8123535156,1
37,6,f4,994754,98912.0,34.94,30.625,1.05599999427795,0.0360000021755695,-0.0920000076293945,601,103,4029182413,165.800003051758,55.92588704427,37.8123535156,1
38,6,f4,995769,98908.0,34.96,30.625,1.06000006198883,-0.0240000002086163,-0.0160000007599592,601,103,4029182413,165.600006103516,55.92588704427,37.8123453776,1
39,6,f4,996784,98910.0,34.94,30.625,1.07200002670288,0.0280000008642673,-0.0280000008642673,601,103,4029182413,165.600006103516,55.92588704427,37.8123453776,1
40,6,f4,997801,98915.0,34.9,30.5625,1.06000006198883,0.00800000037997961,-0.0320000015199184,601,103,4029182413,165.800003051758,55.92588704427,37.812341308593,1
41,6,f4,998818,98911.0,34.86,30.5625,1.06800007820129,0.0160000007599592,-0.0760000050067902,601,103,4029182413,166.0,55.92588704427,37.812341308593,1
42,6,f4,999832,98908.0,34.82,30.5625,0.992000043392181,0.0120000001043081,-0.0800000056624413,601,103,4029182413,166.0,55.92588704427,37.812341308593,1
43,7,f4,1042461,98911.0,34.86,30.75,1.01200008392334,-0.0920000076293945,0.0120000001043081,601,103,4029182413,162.399993896484,55.92591959635,37.81230468,1
44,7,f4,1042532,98912.0,34.87,30.75,1.06000006198883,-0.0280000008642673,-0.100000001490116,601,103,4029182413,162.399993896484,55.92591959635,37.81230468,1
45,7,f4,1042555,98908.0,34.87,30.75,1.0200001001358,-0.0480000004172325,-0.0840000063180923,601,103,4029182413,162.399993896484,55.92591959635,37.81230468,1
46,7,f4,1042578,98915.0,34.88,30.75,1.10800004005432,0.0520000010728836,-0.068000003695488,601,103,4029182413,162.399993896484,55.92591959635,37.81230468,1
47,7,f4,1042602,98909.0,34.88,30.75,1.04000008106232,0.0160000007599592,0.0360000021755695,601,103,4029182413,162.399993896484,55.92591959635,37.81230468,1
48,7,f4,1042628,98907.0,34.87,30.75,1.08400011062622,0.0360000021755695,-0.0320000015199184,601,103,4029182413,162.399993896484,55.92591959635,37.81230468,1
49,7,f4,1042652,98912.0,34.88,30.75,0.992000043392181,-0.0240000002086163,-0.0760000050067902,601,103,4029182413,162.399993896484,55.92591959635,37.81230468,1
50,9,f4,1160018,98907.0,34.51,30.8125,1.07200002670288,0.0240000002086163,-0.0240000002086163,601,103,4029182413,185.5,55.92583821614,37.81218261718,1
51,9,f4,1161034,98911.0,34.49,30.8125,1.10400009155273,0.0200000014156103,-0.0880000069737434,601,112,4029182413,185.5,55.92583821614,37.81218261718,1
52,9,f4,1162052,98909.0,34.51,30.875,1.0440000295639,0.00800000037997961,-0.0480000004172325,601,112,4029182413,185.699996948242,55.92583821614,37.81217447,1
53,9,f4,1163066,98911.0,34.53,30.875,1.14000010490417,-0.0400000028312206,0.0120000001043081,601,112,4029182413,185.899993896484,55.92583821614,37.812170410156,1
54,9,f4,1164083,98915.0,34.55,30.9375,1.08400011062622,-0.00400000018998981,-0.0200000014156103,601,103,4029182413,185.899993896484,55.92583821614,37.812170410156,1
55,9,f4,1165100,98914.0,34.55,30.9375,1.07600009441376,0.00800000037997961,-0.0360000021755695,601,112,4029182413,186.800003051758,55.92583821614,37.812154134114,1
56,9,f4,1166115,98913.0,34.56,30.9375,1.05599999427795,0.00800000037997961,-0.0280000008642673,601,112,4029182413,187.399993896484,55.92583821614,37.812145996093,1
57,10,f4,1193639,98911.0,34.49,30.8125,1.05599999427795,0.0120000001043081,-0.0480000004172325,601,112,4029182413,189.5,55.92583821614,37.812129720052,1
58,10,f4,1193711,98913.0,34.49,30.8125,1.05200004577637,0.0400000028312206,-0.068000003695488,601,103,4029182413,189.5,55.92583821614,37.812129720052,1
59,10,f4,1193735,98911.0,34.49,30.8125,1.06400001049042,0.0160000007599592,-0.0600000023841858,601,103,4029182413,189.5,55.92583821614,37.812129720052,1
60,10,f4,1193765,98914.0,34.49,30.8125,1.04000008106232,0.0520000010728836,-0.068000003695488,601,103,4029182413,188.600006103516,55.92583821614,37.812137858072,1
61,10,f4,1193789,98918.0,34.48,30.8125,1.1360000371933,0.068000003695488,-0.068000003695488,601,103,4029182413,188.600006103516,55.92583821614,37.812137858072,1
62,10,f4,1193813,98914.0,34.49,30.8125,1.06800007820129,0.00400000018998981,-0.0280000008642673,601,103,4029182413,188.600006103516,55.92583821614,37.812137858072,1
63,10,f4,1193836,98911.0,34.49,30.8125,1.08400011062622,0.00400000018998981,-0.0280000008642673,601,103,4029182413,188.600006103516,55.92583821614,37.812137858072,1
64,12,f4,1233329,98916.0,34.76,31.0,1.06800007820129,0.0160000007599592,-0.0440000034868717,601,103,4029182413,178.600006103516,55.9258626302,37.812235514322,1
65,12,f4,1233399,98913.0,34.76,31.0,1.03600001335144,0.00800000037997961,-0.068000003695488,601,103,4029182413,178.600006103516,55.9258626302,37.812235514322,1
66,12,f4,1233422,98911.0,34.75,31.0,1.06000006198883,0.0160000007599592,-0.0440000034868717,601,103,4029182413,178.600006103516,55.9258626302,37.812235514322,1
67,12,f4,1233445,98910.0,34.75,31.0,1.09600007534027,0.0240000002086163,-0.0240000002086163,601,103,4029182413,178.600006103516,55.9258626302,37.812235514322,1
68,12,f4,1233468,98909.0,34.75,31.0,1.01600003242493,0.00400000018998981,-0.0760000050067902,601,103,4029182413,178.600006103516,55.9258626302,37.812235514322,1
69,12,f4,1233491,98909.0,34.74,31.0,1.08800005912781,0.0440000034868717,-0.0480000004172325,601,103,4029182413,178.600006103516,55.9258626302,37.812235514322,1
70,12,f4,1233517,98913.0,34.74,31.0,1.06400001049042,0.0160000007599592,-0.0440000034868717,601,103,4029182413,178.600006103516,55.9258626302,37.812235514322,1
71,13,f4,1234341,98909.0,34.72,31.0,1.06400001049042,0.0240000002086163,-0.0160000007599592,601,103,4029182413,178.600006103516,55.9258626302,37.812235514322,1
72,13,f4,1235356,98914.0,34.72,31.0,1.05200004577637,0.0160000007599592,-0.0320000015199184,601,112,4029182413,178.199996948242,55.9258626302,37.812227376302,1
73,13,f4,1236373,98913.0,34.71,31.0625,1.06800007820129,-0.00400000018998981,0.00400000018998981,601,103,4029182413,177.600006103516,55.9258626302,37.8122233072,1
74,13,f4,1237389,98909.0,34.67,31.0625,1.05200004577637,0.00400000018998981,-0.0200000014156103,601,103,4029182413,177.199996948242,55.9258626302,37.8122233072,1
75,13,f4,1238405,98910.0,34.67,31.0625,1.06000006198883,0.0,-0.00800000037997961,601,103,4029182413,176.600006103516,55.925878906,37.8122233072,1
76,13,f4,1239422,98911.0,34.69,31.125,1.07600009441376,-0.0440000034868717,0.0120000001043081,601,103,4029182413,175.899993896484,55.925878906,37.8122233072,1
77,13,f4,1240437,98910.0,34.71,31.125,1.07600009441376,0.0200000014156103,-0.0600000023841858,601,103,4029182413,175.399993896484,55.925878906,37.8122233072,1
78,14,f4,1242521,98915.0,34.73,31.1875,1.05599999427795,0.0120000001043081,-0.0360000021755695,601,103,4029182413,174.600006103516,55.925878906,37.812219238281,1
79,14,f4,1243540,98909.0,34.75,31.1875,1.06000006198883,0.00800000037997961,-0.0720000043511391,601,103,4029182413,174.300003051758,55.925878906,37.812219238281,1
80,14,f4,1244557,98914.0,34.77,31.125,1.02400004863739,-0.0320000015199184,-0.0200000014156103,601,103,4029182413,173.800003051758,55.925878906,37.8122233072,1
81,14,f4,1245571,98911.0,34.68,31.0625,1.06000006198883,0.0120000001043081,-0.0400000028312206,601,103,4029182413,173.5,55.925878906,37.8122233072,1
82,14,f4,1246582,98914.0,34.54,31.0,1.05599999427795,0.00400000018998981,-0.0440000034868717,601,103,4029182413,173.5,55.925878906,37.8122233072,1
83,14,f4,1247600,98907.0,34.61,30.9375,1.05200004577637,0.0,-0.0520000010728836,601,112,4029182413,173.0,55.925878906,37.812235514322,1
84,14,f4,1248614,98915.0,34.62,30.9375,1.03600001335144,-0.00400000018998981,-0.0320000015199184,601,103,4029182413,172.699996948242,55.925878906,37.812235514322,1
85,15,f4,1251342,98913.0,34.69,30.8125,1.06000006198883,-0.0120000001043081,-0.0240000002086163,601,103,4029182413,172.0,55.92588704427,37.812243652343,1
86,15,f4,1252356,98910.0,34.67,30.8125,1.04800009727478,0.0600000023841858,-0.0520000010728836,601,103,4029182413,170.800003051758,55.92588704427,37.812268066406,1
87,15,f4,1253372,98904.0,34.64,30.8125,1.06400001049042,0.0,-0.0560000017285347,601,103,4029182413,171.0,55.92588704427,37.812259928385,1
88,15,f4,1254386,98918.0,34.59,30.8125,1.07600009441376,0.0200000014156103,-0.0160000007599592,601,103,4029182413,171.800003051758,55.92588704427,37.8122558593,1
89,15,f4,1255403,98911.0,34.55,30.8125,1.06800007820129,0.0120000001043081,-0.0640000030398369,601,103,4029182413,172.5,55.925878906,37.812239,1
90,15,f4,1256417,98915.0,34.54,30.8125,1.05599999427795,-0.0120000001043081,-0.0200000014156103,601,112,4029182413,172.5,55.925878906,37.812239,1
91,15,f4,1257433,98911.0,34.57,30.875,1.06000006198883,0.00400000018998981,0.0360000021755695,601,112,4029182413,173.600006103516,55.925878906,37.812219238281,1
92,16,f4,1270600,98914.0,34.55,31.0,1.09200000762939,0.0160000007599592,-0.0560000017285347,601,103,4029182413,174.5,55.925878906,37.812186686197,1
93,16,f4,1271617,98908.0,34.58,30.9375,1.06000006198883,0.0200000014156103,-0.0440000034868717,601,103,4029182413,174.600006103516,55.925878906,37.812186686197,1
94,16,f4,1272632,98911.0,34.63,30.9375,1.04800009727478,-0.00800000037997961,-0.0160000007599592,601,103,4029182413,174.699996948242,55.925878906,37.81218261718,1
95,16,f4,1273647,98910.0,34.66,30.875,1.05599999427795,0.0480000004172325,-0.0320000015199184,601,103,4029182413,174.699996948242,55.925878906,37.81218261718,1
96,16,f4,1274664,98910.0,34.62,30.875,1.06400001049042,0.0120000001043081,-0.0360000021755695,601,103,4029182413,174.600006103516,55.925878906,37.81218261718,1
97,16,f4,1275679,98911.0,34.64,30.875,1.07600009441376,0.0440000034868717,-0.0600000023841858,601,103,4029182413,174.399993896484,55.925878906,37.812186686197,1
98,16,f4,1276697,98905.0,34.62,30.9375,1.04000008106232,-0.0120000001043081,-0.00400000018998981,601,103,4029182413,174.100006103516,55.92588704427,37.8121907552,1
99,17,f4,125939,98901.0,34.52,31.3125,1.06000006198883,0.0120000001043081,-0.0520000010728836,431,99,3492442573,161.699996948242,55.92588704427,37.812357584635,1
100,17,f4,126955,98907.0,34.49,31.1875,1.0440000295639,-0.0120000001043081,-0.0520000010728836,431,112,3492442573,161.0,55.92588704427,37.812357584635,1
101,17,f4,127971,98904.0,34.44,31.0625,1.07200002670288,0.0400000028312206,-0.0520000010728836,431,103,3492442573,160.800003051758,55.92588704427,37.812357584635,1
102,17,f4,128986,98910.0,34.4,31.0,1.07600009441376,0.0360000021755695,-0.0440000034868717,431,103,3492442573,160.699996948242,55.9258951822,37.812357584635,1
103,17,f4,130003,98902.0,34.37,30.9375,1.06800007820129,0.00400000018998981,-0.0520000010728836,431,103,3492442573,160.5,55.9258951822,37.8123535156,1
104,17,f4,131019,98908.0,34.29,30.875,1.06800007820129,0.0200000014156103,-0.0640000030398369,431,103,3492442573,160.399993896484,55.9258951822,37.8123535156,1
105,17,f4,132031,98908.0,34.27,30.8125,1.06400001049042,0.0400000028312206,-0.0880000069737434,431,99,3492442573,160.399993896484,55.9258951822,37.8123535156,1
106,18,f4,143238,98908.0,34.41,30.5625,1.03600001335144,0.0400000028312206,-0.0400000028312206,431,103,3492442573,162.300003051758,55.92588704427,37.812341308593,1
107,18,f4,144253,98903.0,34.42,30.625,1.06000006198883,0.00800000037997961,-0.0440000034868717,431,103,3492442573,162.800003051758,55.92588704427,37.812341308593,1
108,18,f4,145272,98905.0,34.4,30.6875,1.06400001049042,0.0160000007599592,-0.0520000010728836,431,103,3492442573,163.100006103516,55.92588704427,37.812341308593,1
109,18,f4,146287,98900.0,34.37,30.6875,1.08000004291534,0.0360000021755695,-0.0520000010728836,431,103,3492442573,163.300003051758,55.9258951822,37.812337239,1
110,18,f4,147306,98907.0,34.34,30.6875,1.07600009441376,0.0240000002086163,-0.0520000010728836,431,103,3492442573,163.5,55.9258951822,37.812337239,1
111,18,f4,148325,98903.0,34.3,30.75,1.07200002670288,0.0160000007599592,-0.0520000010728836,431,103,3492442573,163.600006103516,55.9258951822,37.812337239,1
112,18,f4,149341,98907.0,34.3,30.75,1.05599999427795,0.0400000028312206,-0.0360000021755695,431,103,3492442573,164.0,55.9258951822,37.81232910156,1
113,19,f4,154756,98902.0,34.23,30.875,1.07600009441376,0.00400000018998981,-0.0400000028312206,431,103,3492442573,164.100006103516,55.9258951822,37.81232910156,1
114,19,f4,155770,98902.0,34.25,30.875,1.08400011062622,0.0320000015199184,-0.0160000007599592,431,103,3492442573,164.100006103516,55.9258951822,37.81232910156,1
115,19,f4,156784,98904.0,34.27,30.875,1.03200006484985,0.00800000037997961,-0.068000003695488,431,99,3492442573,164.199996948242,55.9258951822,37.812325032552,1
116,19,f4,157802,98899.0,34.2,30.875,1.04800009727478,0.0200000014156103,-0.0440000034868717,431,99,3492442573,164.199996948242,55.9259114,37.812325032552,1
117,19,f4,158817,98908.0,34.14,30.875,1.06800007820129,0.00800000037997961,-0.0400000028312206,431,99,3492442573,164.300003051758,55.9259114,37.812325032552,1
118,19,f4,159834,98902.0,34.11,30.875,1.06000006198883,0.00800000037997961,-0.0360000021755695,431,103,3492442573,164.300003051758,55.9259114,37.812325032552,1
119,19,f4,160849,98901.0,34.09,30.8125,1.06000006198883,0.0200000014156103,-0.0440000034868717,431,103,3492442573,164.300003051758,55.9259114,37.812325032552,1
120,20,f4,163409,98909.0,34.12,30.6875,1.06400001049042,0.00400000018998981,-0.0400000028312206,431,103,3492442573,164.199996948242,55.9258951822,37.81232910156,1
121,20,f4,164425,98904.0,34.14,30.625,1.07600009441376,0.0400000028312206,0.00800000037997961,431,112,3492442573,164.300003051758,55.9258951822,37.812337239,1
122,20,f4,165443,98905.0,34.19,30.625,1.08000004291534,0.0,-0.0240000002086163,431,112,3492442573,164.300003051758,55.9258951822,37.812337239,1
123,20,f4,166458,98903.0,34.12,30.625,1.08000004291534,0.00800000037997961,-0.0560000017285347,431,103,3492442573,164.300003051758,55.9258951822,37.812337239,1
124,20,f4,167475,98910.0,34.06,30.5625,1.06400001049042,0.00800000037997961,-0.0560000017285347,431,99,3492442573,164.199996948242,55.9258951822,37.812341308593,1
125,20,f4,168491,98902.0,34.01,30.5625,1.06800007820129,0.0240000002086163,-0.0800000056624413,431,103,3492442573,164.100006103516,55.9258951822,37.8123453776,1
126,20,f4,169506,98911.0,34.05,30.5625,1.06400001049042,0.0160000007599592,-0.0600000023841858,431,103,3492442573,164.199996948242,55.92588704427,37.8123453776,1
127,21,f4,277585,98927.0,34.96,31.4375,1.08800005912781,0.0200000014156103,-0.0240000002086163,431,103,3492442573,161.300003051758,55.9258951822,37.8123209635,1
128,21,f4,277608,98925.0,34.97,31.4375,1.13200008869171,0.00800000037997961,-0.0400000028312206,431,103,3492442573,161.300003051758,55.9258951822,37.8123209635,1
129,21,f4,277631,98927.0,34.96,31.4375,1.07200002670288,0.0240000002086163,-0.0360000021755695,431,103,3492442573,161.300003051758,55.9258951822,37.8123209635,1
130,21,f4,277654,98925.0,34.96,31.4375,1.05599999427795,0.0200000014156103,-0.0520000010728836,431,103,3492442573,161.300003051758,55.9258951822,37.8123209635,1
131,21,f4,277677,98927.0,34.96,31.4375,1.06400001049042,0.0400000028312206,-0.0400000028312206,431,103,3492442573,161.300003051758,55.9258951822,37.8123209635,1
132,21,f4,277700,98927.0,34.97,31.4375,1.06000006198883,0.00400000018998981,0.0520000010728836,431,103,3492442573,161.300003051758,55.9258951822,37.8123209635,1
133,21,f4,277723,98927.0,34.97,31.4375,1.07600009441376,0.0400000028312206,-0.0360000021755695,431,103,3492442573,161.300003051758,55.9258951822,37.8123209635,1
134,23,f4,706185,98904.0,31.31,28.1875,0.124000005424023,-0.0120000001043081,-0.0120000001043081,629,5.18687889519447,240,145.199996948242,55.92609863281,37.8123453776,1
135,23,f4,707202,98900.0,31.33,28.1875,0.144000008702278,-0.0360000021755695,-0.0400000028312206,629,5.18687889519447,240,143.800003051758,55.92609863281,37.8123535156,1
136,23,f4,708220,98901.0,31.39,28.125,0.120000004768372,-0.0200000014156103,-0.0400000028312206,629,5.07952214555303,240,143.800003051758,55.92609863281,37.8123535156,1
137,23,f4,709237,98909.0,31.34,28.1875,0.164000004529953,-0.068000003695488,-0.0720000043511391,629,5.07952214555303,240,143.699996948242,55.92609863281,37.812325032552,1
138,23,f4,710258,98901.0,31.29,28.1875,0.120000004768372,-0.0400000028312206,-0.00800000037997961,629,5.07952214555303,240,148.399993896484,55.9261230468,37.8123209635,1
139,23,f4,711277,98902.0,31.25,28.125,0.120000004768372,-0.0440000034868717,-0.0560000017285347,629,5.07952214555303,241,154.5,55.92613118489,37.812300618489,1
140,23,f4,712294,98912.0,31.21,28.0625,0.15200001001358,-0.0560000017285347,-0.00800000037997961,629,5.07952214555303,242,157.699996948242,55.92613118489,37.812268066406,1
141,24,f4,742076,98918.0,31.17,28.0625,0.128000006079674,0.00800000037997961,-0.0400000028312206,629,5.43680079307995,247,160.699996948242,55.92619628906,37.812121582031,1
142,24,f4,743093,98921.0,31.18,28.125,0.128000006079674,0.0160000007599592,-0.0320000015199184,629,5.18687889519447,247,160.699996948242,55.92619628906,37.812121582031,1
143,24,f4,744112,98923.0,31.19,28.125,0.131999999284744,0.0160000007599592,-0.0400000028312206,629,5.18687889519447,247,160.800003051758,55.92619628906,37.812121582031,1
144,24,f4,745128,98920.0,31.2,28.125,0.128000006079674,-0.00400000018998981,-0.0360000021755695,629,5.18687889519447,247,161.0,55.92619628906,37.812121582031,1
145,24,f4,746146,98913.0,31.22,28.1875,0.128000006079674,0.00800000037997961,-0.0360000021755695,629,5.43680079307995,247,160.899993896484,55.92619628906,37.812121582031,1
146,24,f4,747165,98916.0,31.25,28.1875,0.131999999284744,-0.0160000007599592,-0.0240000002086163,629,5.43680079307995,247,160.800003051758,55.92619628906,37.812121582031,1
147,24,f4,748182,98918.0,31.26,28.25,0.124000005424023,-0.0160000007599592,-0.00800000037997961,629,5.18687889519447,247,160.300003051758,55.926188151,37.812121582031,1
148,25,f4,770000,98917.0,31.32,28.0625,0.128000006079674,-0.00800000037997961,0.0120000001043081,629,5.18687889519447,253,158.199996948242,55.926188151,37.81210123697,1
149,25,f4,770074,98916.0,31.33,28.0625,0.112000003457069,-0.00800000037997961,0.0280000008642673,629,5.18687889519447,253,158.199996948242,55.926188151,37.81210123697,1
150,25,f4,770103,98913.0,31.31,28.0625,0.136000007390976,0.0,0.00800000037997961,629,5.18687889519447,253,158.300003051758,55.926188151,37.81210123697,1
151,25,f4,770126,98916.0,31.32,28.0625,0.124000005424023,-0.00400000018998981,0.0160000007599592,629,5.18687889519447,253,158.300003051758,55.926188151,37.81210123697,1
152,25,f4,770150,98913.0,31.32,28.0625,0.128000006079674,-0.00800000037997961,0.0160000007599592,629,5.18687889519447,253,158.300003051758,55.926188151,37.81210123697,1
153,25,f4,770173,98911.0,31.33,28.0625,0.131999999284744,-0.00800000037997961,0.00800000037997961,629,5.18687889519447,253,158.300003051758,55.926188151,37.81210123697,1
154,25,f4,770197,98918.0,31.33,28.0625,0.128000006079674,-0.0160000007599592,0.0160000007599592,629,5.18687889519447,253,158.300003051758,55.926188151,37.81210123697,1
155,26,f4,771021,98913.0,31.34,28.125,0.124000005424023,-0.00400000018998981,0.00800000037997961,629,5.18687889519447,253,158.300003051758,55.926188151,37.81210123697,1
156,26,f4,772040,98907.0,31.37,28.1875,0.136000007390976,-0.0120000001043081,0.0240000002086163,629,5.18687889519447,253,158.300003051758,55.926188151,37.81210123697,1
157,26,f4,773058,98914.0,31.39,28.1875,0.128000006079674,0.0,0.0,629,5.18687889519447,253,158.300003051758,55.926188151,37.81210123697,1
158,26,f4,774076,98914.0,31.43,28.3125,0.131999999284744,0.0120000001043081,0.00800000037997961,629,5.18687889519447,253,158.300003051758,55.926188151,37.81210123697,1
159,26,f4,775093,98914.0,31.42,28.3125,0.131999999284744,-0.0120000001043081,0.0200000014156103,629,5.18687889519447,255,158.300003051758,55.926188151,37.81210123697,1
160,26,f4,776115,98913.0,31.44,28.375,0.156000003218651,0.00400000018998981,0.00800000037997961,629,5.18687889519447,255,158.300003051758,55.926188151,37.812105305989,1
161,26,f4,776425,98913.0,31.44,28.375,0.128000006079674,0.0,0.0200000014156103,629,5.18687889519447,255,158.300003051758,55.926188151,37.812105305989,1
162,27,f4,777115,98913.0,31.45,28.375,0.131999999284744,-0.00400000018998981,0.00400000018998981,629,5.18687889519447,255,158.199996948242,55.926188151,37.81210123697,1
163,27,f4,778134,98911.0,31.46,28.4375,0.128000006079674,-0.00400000018998981,0.0160000007599592,629,5.18687889519447,255,158.100006103516,55.926188151,37.81210123697,1
164,27,f4,779154,98913.0,31.47,28.4375,0.11600000411272,-0.0280000008642673,0.0440000034868717,629,5.18687889519447,255,158.0,55.926188151,37.81210123697,1
165,27,f4,780169,98912.0,31.48,28.4375,0.128000006079674,-0.00800000037997961,0.0120000001043081,629,5.43680079307995,257,158.0,55.926188151,37.81210123697,1
166,27,f4,781185,98917.0,31.49,28.5,0.131999999284744,0.0,0.00400000018998981,629,5.18687889519447,257,157.699996948242,55.926188151,37.81210123697,1
167,27,f4,782203,98918.0,31.51,28.5,0.128000006079674,-0.00400000018998981,0.0160000007599592,629,5.18687889519447,257,157.699996948242,55.926188151,37.81210123697,1
168,27,f4,783223,98913.0,31.52,28.5,0.11600000411272,0.00400000018998981,0.0120000001043081,629,5.43680079307995,257,157.800003051758,55.926188151,37.81210123697,1
