256582;100558;2866;419;0.14800000190734863;-0.004000000189989805;-0.012000000104308128
256944;100236;2871;420;0.06400000303983688;0.0;-0.012000000104308128
256994;100234;2871;420;0.18400001525878906;0.020000001415610313;0.024000000208616257
257318;100234;2867;420;0.14000000059604645;0.0;0.0
257821;100239;2862;421;0.1120000034570694;0.004000000189989805;-0.02800000086426735
257845;100241;2862;421;0.12800000607967377;0.00800000037997961;-0.024000000208616257
258890;100239;2861;422;0.1080000028014183;-0.02800000086426735;0.0
259056;100243;2862;422;0.12400000542402267;0.04400000348687172;-0.004000000189989805
259406;100228;2859;422;0.13600000739097595;0.020000001415610313;-0.01600000075995922
259912;100336;2859;421;0.13199999928474426;0.04000000283122063;0.0
260264;100239;2863;421;0.1120000034570694;0.004000000189989805;-0.020000001415610313
260907;100238;2858;422;0.14400000870227814;0.004000000189989805;-0.012000000104308128
261190;100228;2858;421;0.12800000607967377;-0.004000000189989805;0.004000000189989805
261285;100230;2859;421;0.12800000607967377;0.004000000189989805;-0.004000000189989805
261331;100228;2858;421;0.12000000476837158;0.00800000037997961;-0.004000000189989805
261400;100234;2859;421;0.12000000476837158;0.004000000189989805;-0.004000000189989805
261469;100232;2859;421;0.14400000870227814;0.0;0.0
261589;100238;2860;421;0.13199999928474426;-0.00800000037997961;-0.012000000104308128
261660;100229;2859;421;0.14000000059604645;0.004000000189989805;0.0
261712;100231;2860;421;0.12800000607967377;0.012000000104308128;0.004000000189989805
261735;100230;2859;421;0.13199999928474426;0.00800000037997961;0.00800000037997961
261787;100235;2860;421;0.14000000059604645;-0.004000000189989805;0.0
261835;100233;2860;421;0.12000000476837158;-0.00800000037997961;-0.00800000037997961
261858;100231;2859;421;0.12800000607967377;-0.012000000104308128;-0.00800000037997961
261976;100237;556;421;0.00047674562665633857;0.01600000075995922;0.011997854337096214
262563;100230;2862;421;0.14000000059604645;0.00800000037997961;0.012000000104308128
262685;100228;2864;421;0.11600000411272049;0.004000000189989805;-0.020000001415610313
262732;100234;2864;421;0.14000000059604645;0.0;-0.02800000086426735
262756;100232;2865;421;0.13199999928474426;0.004000000189989805;-0.012000000104308128
266047;100243;2866;422;0.12400000542402267;0.012000000104308128;-0.012000000104308128
