799,126,f4,22746,100229.0,28.97,28.3125,0.136000007390976,0.0,0.0,278,5.18687889519447,3,114.0,56.40970865885,40.976363118489,1
800,126,f4,23766,100238.0,29.0,28.3125,0.131999999284744,-0.0120000001043081,0.0120000001043081,278,5.18687889519447,3,114.0,56.40970865885,40.976363118489,1
801,126,f4,24787,100224.0,29.04,28.3125,0.131999999284744,-0.00400000018998981,-0.00400000018998981,278,5.07952214555303,4,113.900001525879,56.40970865885,40.97636718,1
802,126,f4,25807,100232.0,29.1,28.375,0.131999999284744,0.0,-0.00400000018998981,278,5.07952214555303,4,113.900001525879,56.40970865885,40.97636718,1
803,126,f4,26829,100234.0,29.09,28.375,0.128000006079674,0.0,0.0,278,5.07952214555303,4,114.099998474121,56.40970865885,40.976363118489,1
804,126,f4,27849,100227.0,29.09,28.3125,0.100000001490116,-0.00800000037997961,0.00400000018998981,278,5.0266799341302,4,114.300003051758,56.40970865885,40.976363118489,1
805,126,f4,28872,100223.0,29.1,28.3125,0.136000007390976,0.0,-0.0120000001043081,278,5.0266799341302,4,114.300003051758,56.40970865885,40.97635904947,1
806,127,f4,38759,100235.0,29.39,28.3125,0.096000000834465,0.0280000008642673,-0.0440000034868717,278,5.0266799341302,4,113.5,56.40970865885,40.97636718,1
807,127,f4,39777,100233.0,29.46,28.3125,0.128000006079674,0.0,0.0,278,5.00046533108699,4,113.599998474121,56.40970865885,40.97636718,1
808,127,f4,40798,100232.0,29.46,28.3125,0.136000007390976,0.00400000018998981,-0.00400000018998981,278,5.00046533108699,4,113.699996948242,56.40970865885,40.976363118489,1
809,127,f4,41817,100231.0,29.5,28.375,0.120000004768372,-0.0120000001043081,0.0160000007599592,278,5.0266799341302,5,113.699996948242,56.40970865885,40.976363118489,1
810,127,f4,42834,100234.0,29.56,28.375,0.128000006079674,0.0,-0.00400000018998981,278,5.0266799341302,5,113.699996948242,56.40970865885,40.976363118489,1
811,127,f4,43856,100235.0,29.6,28.375,0.136000007390976,0.0,0.0,278,5.0266799341302,5,113.699996948242,56.40970865885,40.976363118489,1
812,127,f4,44875,100234.0,29.63,28.4375,0.160000011324883,0.0120000001043081,-0.00400000018998981,278,5.0266799341302,5,113.699996948242,56.40970865885,40.976363118489,1
813,128,f4,55536,100228.0,29.97,28.625,0.128000006079674,-0.0120000001043081,0.0,278,5.00046533108699,7,114.800003051758,56.40970865885,40.976363118489,1
814,128,f4,56558,100222.0,30.02,28.625,0.131999999284744,-0.0120000001043081,0.00800000037997961,278,5.0266799341302,8,115.300003051758,56.40970865885,40.97636718,1
815,128,f4,57577,100230.0,30.1,28.625,0.131999999284744,-0.00400000018998981,0.0120000001043081,278,5.0266799341302,8,115.199996948242,56.40970865885,40.976363118489,1
816,128,f4,58598,100223.0,30.14,28.625,0.136000007390976,0.00400000018998981,0.0,278,5.0266799341302,8,115.099998474121,56.40970865885,40.976363118489,1
817,128,f4,59615,100224.0,30.16,28.6875,0.128000006079674,0.0,0.00800000037997961,278,5.07952214555303,9,115.300003051758,56.40970865885,40.976363118489,1
818,128,f4,60635,100234.0,30.23,28.6875,0.124000005424023,-0.0640000030398369,0.0320000015199184,278,5.07952214555303,9,115.300003051758,56.40970865885,40.976363118489,1
819,128,f4,61657,100230.0,30.24,28.75,0.128000006079674,0.00400000018998981,0.00400000018998981,278,5.07952214555303,9,115.300003051758,56.40970865885,40.976363118489,1
820,129,f4,82830,100228.0,30.8,29.125,0.124000005424023,0.00400000018998981,0.00800000037997961,278,5.00046533108699,17,117.800003051758,56.40970865885,40.9763509114,1
